State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
IOWA - Nonmetropolitan Counties,Adair,10,0,4,,0,6,46,18,19,9,2
IOWA - Nonmetropolitan Counties,Adams,0,0,0,,0,0,30,6,22,2,0
IOWA - Nonmetropolitan Counties,Allamakee,4,0,0,,0,4,53,14,36,3,0
IOWA - Nonmetropolitan Counties,Appanoose,10,0,1,,0,9,101,57,37,7,1
IOWA - Nonmetropolitan Counties,Audubon,2,0,0,,0,2,36,1,34,1,0
IOWA - Nonmetropolitan Counties,Boone,13,0,0,,0,13,32,17,9,6,0
IOWA - Nonmetropolitan Counties,Buchanan,8,0,5,,1,2,112,44,54,14,3
IOWA - Nonmetropolitan Counties,Buena Vista,8,0,3,,0,5,21,7,13,1,0
IOWA - Nonmetropolitan Counties,Butler,2,0,1,,0,1,4,1,3,0,0
IOWA - Nonmetropolitan Counties,Calhoun,5,0,0,,0,5,76,33,34,9,0
IOWA - Nonmetropolitan Counties,Carroll,2,0,0,,0,2,35,16,16,3,0
IOWA - Nonmetropolitan Counties,Cass,17,0,1,,0,16,30,6,21,3,0
IOWA - Nonmetropolitan Counties,Cedar,6,0,3,,0,3,54,15,34,5,0
IOWA - Nonmetropolitan Counties,Cerro Gordo,1,0,0,,1,0,97,46,44,7,0
IOWA - Nonmetropolitan Counties,Cherokee,2,0,1,,1,0,22,7,15,0,1
IOWA - Nonmetropolitan Counties,Chickasaw,11,0,3,,0,8,35,11,20,4,0
IOWA - Nonmetropolitan Counties,Clarke,8,0,1,,0,7,64,19,28,17,0
IOWA - Nonmetropolitan Counties,Clay,12,0,0,,1,11,40,11,26,3,0
IOWA - Nonmetropolitan Counties,Clayton,7,0,1,,0,6,40,14,24,2,0
IOWA - Nonmetropolitan Counties,Clinton,12,0,0,,0,12,133,41,85,7,0
IOWA - Nonmetropolitan Counties,Crawford,1,0,0,,0,1,6,1,4,1,0
IOWA - Nonmetropolitan Counties,Delaware,18,0,0,,1,17,65,28,34,3,0
IOWA - Nonmetropolitan Counties,Dickinson,12,0,3,,0,9,16,3,7,6,0
IOWA - Nonmetropolitan Counties,Emmet,17,0,0,,0,17,29,10,14,5,0
IOWA - Nonmetropolitan Counties,Fayette,12,0,0,,0,12,49,12,30,7,0
IOWA - Nonmetropolitan Counties,Floyd,6,0,3,,0,3,28,12,13,3,0
IOWA - Nonmetropolitan Counties,Fremont,27,0,4,,0,23,64,31,26,7,1
IOWA - Nonmetropolitan Counties,Hancock,19,0,5,,0,14,51,35,13,3,0
IOWA - Nonmetropolitan Counties,Hardin,10,0,1,,0,9,102,52,37,13,1
IOWA - Nonmetropolitan Counties,Henry,19,0,3,,0,16,57,18,34,5,1
IOWA - Nonmetropolitan Counties,Howard,2,0,1,,0,1,68,25,36,7,0
IOWA - Nonmetropolitan Counties,Humboldt,0,0,0,,0,0,47,19,25,3,0
IOWA - Nonmetropolitan Counties,Ida,11,0,3,,0,8,34,12,18,4,0
IOWA - Nonmetropolitan Counties,Iowa,8,0,0,,1,7,60,22,33,5,1
IOWA - Nonmetropolitan Counties,Jackson,2,1,1,,0,0,11,4,7,0,0
IOWA - Nonmetropolitan Counties,Jasper,24,0,3,,0,21,159,92,54,13,5
IOWA - Nonmetropolitan Counties,Jefferson,3,1,0,,0,2,50,18,26,6,0
IOWA - Nonmetropolitan Counties,Keokuk,9,0,0,,0,9,36,25,9,2,0
IOWA - Nonmetropolitan Counties,Kossuth,6,0,1,,0,5,31,13,14,4,0
IOWA - Nonmetropolitan Counties,Lee,28,0,1,,0,27,155,76,66,13,0
IOWA - Nonmetropolitan Counties,Louisa,23,0,5,,0,18,76,32,34,10,2
IOWA - Nonmetropolitan Counties,Lucas,6,0,0,,1,5,73,31,36,6,0
IOWA - Nonmetropolitan Counties,Lyon,14,0,3,,0,11,66,25,35,6,0
IOWA - Nonmetropolitan Counties,Mahaska,11,0,1,,0,10,84,42,33,9,1
IOWA - Nonmetropolitan Counties,Marshall,34,0,2,,0,32,125,58,51,16,1
IOWA - Nonmetropolitan Counties,Mitchell,0,0,0,,0,0,13,10,2,1,0
IOWA - Nonmetropolitan Counties,Monroe,3,0,1,,0,2,54,35,15,4,0
IOWA - Nonmetropolitan Counties,Muscatine,24,0,6,,0,18,80,36,34,10,0
IOWA - Nonmetropolitan Counties,O'Brien,13,0,2,,0,11,54,13,38,3,0
IOWA - Nonmetropolitan Counties,Osceola,7,0,2,,1,4,57,18,36,3,1
IOWA - Nonmetropolitan Counties,Page,5,0,2,,0,3,37,20,11,6,1
IOWA - Nonmetropolitan Counties,Palo Alto,13,0,2,,0,11,49,21,26,2,0
IOWA - Nonmetropolitan Counties,Pocahontas,9,0,1,,0,8,47,11,31,5,1
IOWA - Nonmetropolitan Counties,Ringgold,2,0,1,,0,1,31,21,10,0,1
IOWA - Nonmetropolitan Counties,Sac,3,0,1,,0,2,32,16,14,2,0
IOWA - Nonmetropolitan Counties,Sioux,7,0,0,,1,6,45,16,29,0,1
IOWA - Nonmetropolitan Counties,Tama,30,0,2,,0,28,113,67,34,12,2
IOWA - Nonmetropolitan Counties,Taylor,3,0,1,,0,2,25,5,15,5,0
IOWA - Nonmetropolitan Counties,Union,7,0,0,,0,7,46,5,36,5,0
IOWA - Nonmetropolitan Counties,Van Buren,7,0,0,,0,7,30,11,16,3,0
IOWA - Nonmetropolitan Counties,Wapello,18,1,0,,0,17,122,46,58,18,2
IOWA - Nonmetropolitan Counties,Wayne,5,0,0,,0,5,57,30,21,6,0
IOWA - Nonmetropolitan Counties,Webster,19,1,1,,2,15,105,37,52,16,0
IOWA - Nonmetropolitan Counties,Winneshiek,5,1,0,,0,4,34,3,26,5,0
IOWA - Nonmetropolitan Counties,Worth,3,0,0,,0,3,22,7,15,0,0
IOWA - Nonmetropolitan Counties,Wright,4,0,1,,0,3,31,17,11,3,0
KANSAS - Metropolitan Counties,Butler,46,0,8,,5,33,486,150,293,43,7
KANSAS - Metropolitan Counties,Doniphan,2,0,0,,0,2,29,13,14,2,0
KANSAS - Metropolitan Counties,Harvey,13,6,0,,0,7,59,30,24,5,0
KANSAS - Metropolitan Counties,Jackson,13,0,4,,0,9,96,31,55,10,1
KANSAS - Metropolitan Counties,Jefferson,30,1,3,,0,26,163,39,103,21,0
KANSAS - Metropolitan Counties,Johnson,40,0,9,,2,29,225,52,149,24,3
KANSAS - Metropolitan Counties,Kingman,2,0,1,,0,1,71,31,37,3,1
KANSAS - Metropolitan Counties,Leavenworth,36,0,4,,2,30,177,60,96,21,6
KANSAS - Metropolitan Counties,Linn,6,0,1,,0,5,77,28,37,12,1
KANSAS - Metropolitan Counties,Miami,29,0,5,,2,22,225,94,104,27,3
KANSAS - Metropolitan Counties,Osage,15,0,1,,0,14,67,31,34,2,1
KANSAS - Metropolitan Counties,Pottawatomie,43,0,2,,1,40,226,69,145,12,5
KANSAS - Metropolitan Counties,Riley County Police Department,193,1,44,,20,128,1223,164,993,66,9
KANSAS - Metropolitan Counties,Sedgwick,24,4,1,,1,18,89,37,31,21,1
KANSAS - Metropolitan Counties,Shawnee,78,0,7,,3,68,981,188,692,101,0
KANSAS - Metropolitan Counties,Sumner,20,0,1,,1,18,142,23,99,20,2
KANSAS - Metropolitan Counties,Wabaunsee,10,0,0,,0,10,73,24,37,12,2
KANSAS - Metropolitan Counties,Wyandotte,27,0,2,,8,17,53,5,43,5,3
KANSAS - Metropolitan Counties,Allen,15,0,1,,0,14,45,20,22,3,0
KANSAS - Metropolitan Counties,Anderson,2,0,0,,0,2,30,17,12,1,1
KANSAS - Metropolitan Counties,Barber,2,0,0,,0,2,19,7,11,1,0
KANSAS - Metropolitan Counties,Bourbon,25,0,4,,1,20,94,32,49,13,0
KANSAS - Metropolitan Counties,Brown,5,0,1,,0,4,32,3,26,3,0
KANSAS - Metropolitan Counties,Chautauqua,0,0,0,,0,0,21,6,14,1,0
KANSAS - Metropolitan Counties,Cherokee6,32,0,3,,4,25,,,102,21,4
KANSAS - Metropolitan Counties,Clay,1,0,0,,0,1,27,15,11,1,0
KANSAS - Metropolitan Counties,Cloud,9,0,4,,0,5,56,16,33,7,2
KANSAS - Metropolitan Counties,Coffey,7,0,1,,0,6,51,9,38,4,1
KANSAS - Metropolitan Counties,Cowley,20,0,0,,0,20,140,58,68,14,0
KANSAS - Metropolitan Counties,Crawford,24,0,4,,2,18,175,57,99,19,4
KANSAS - Metropolitan Counties,Dickinson,17,1,5,,0,11,107,38,55,14,2
KANSAS - Metropolitan Counties,Edwards,2,0,0,,1,1,19,5,14,0,0
KANSAS - Metropolitan Counties,Ellis,9,0,2,,0,7,70,32,33,5,2
KANSAS - Metropolitan Counties,Ellsworth,0,0,0,,0,0,22,11,9,2,0
KANSAS - Metropolitan Counties,Finney,34,1,5,,3,25,113,39,68,6,3
KANSAS - Metropolitan Counties,Ford6,14,0,1,,0,13,,,41,14,0
KANSAS - Metropolitan Counties,Franklin,37,0,5,,2,30,158,65,72,21,5
KANSAS - Metropolitan Counties,Geary,14,0,1,,1,12,50,19,31,0,0
KANSAS - Metropolitan Counties,Gove,0,0,0,,0,0,10,1,7,2,0
KANSAS - Metropolitan Counties,Grant,5,1,0,,0,4,22,6,15,1,0
KANSAS - Metropolitan Counties,Gray,6,0,0,,0,6,85,39,39,7,2
KANSAS - Metropolitan Counties,Greenwood,19,1,1,,0,17,78,21,54,3,1
KANSAS - Metropolitan Counties,Hamilton,3,0,0,,0,3,4,1,1,2,0
KANSAS - Metropolitan Counties,Harper,6,0,1,,0,5,36,15,19,2,0
KANSAS - Metropolitan Counties,Haskell,3,0,1,,0,2,25,3,19,3,0
KANSAS - Metropolitan Counties,Kiowa,1,0,0,,0,1,12,4,8,0,1
KANSAS - Metropolitan Counties,Labette6,15,1,0,,0,14,,,20,1,0
KANSAS - Metropolitan Counties,Logan,1,0,0,,0,1,4,1,3,0,0
KANSAS - Metropolitan Counties,Lyon,28,0,2,,1,25,80,23,51,6,16
KANSAS - Metropolitan Counties,Marion,4,0,0,,1,3,56,24,27,5,2
KANSAS - Metropolitan Counties,Marshall,5,0,2,,0,3,25,8,16,1,0
KANSAS - Metropolitan Counties,Montgomery,13,1,2,,2,8,114,52,49,13,1
KANSAS - Metropolitan Counties,Morris,2,0,0,,0,2,36,15,18,3,0
KANSAS - Metropolitan Counties,Morton,9,0,1,,0,8,32,11,17,4,0
KANSAS - Metropolitan Counties,Nemaha,6,0,0,,1,5,55,18,31,6,2
KANSAS - Metropolitan Counties,Neosho,25,1,1,,0,23,59,19,33,7,1
KANSAS - Metropolitan Counties,Ness,2,0,1,,0,1,30,7,15,8,0
KANSAS - Metropolitan Counties,Norton,0,0,0,,0,0,11,4,4,3,0
KANSAS - Metropolitan Counties,Osborne,4,0,1,,0,3,42,15,21,6,0
KANSAS - Metropolitan Counties,Ottawa,1,0,0,,0,1,68,19,46,3,0
KANSAS - Metropolitan Counties,Pawnee6,2,0,0,,0,2,,,11,4,2
KANSAS - Metropolitan Counties,Phillips,11,0,0,,0,11,20,9,11,0,1
KANSAS - Metropolitan Counties,Pratt,4,0,0,,1,3,56,28,23,5,2
KANSAS - Metropolitan Counties,Rawlins,2,0,1,,0,1,11,1,9,1,0
KANSAS - Metropolitan Counties,Republic,1,0,0,,0,1,19,5,12,2,1
KANSAS - Metropolitan Counties,Rice,10,0,0,,0,10,60,21,35,4,0
KANSAS - Metropolitan Counties,Rooks,1,0,1,,0,0,11,6,5,0,0
KANSAS - Metropolitan Counties,Rush,3,0,1,,0,2,67,27,37,3,1
KANSAS - Metropolitan Counties,Russell,8,0,1,,0,7,39,13,24,2,0
KANSAS - Metropolitan Counties,Saline,25,1,4,,0,20,128,39,74,15,9
KANSAS - Metropolitan Counties,Scott,4,0,1,,0,3,9,2,6,1,0
KANSAS - Metropolitan Counties,Sherman,0,0,0,,0,0,0,0,0,0,0
KANSAS - Metropolitan Counties,Smith,1,0,0,,0,1,13,4,8,1,0
KANSAS - Metropolitan Counties,Thomas,0,0,0,,0,0,15,4,6,5,0
KANSAS - Metropolitan Counties,Trego,7,0,0,,0,7,8,4,4,0,0
KANSAS - Metropolitan Counties,Washington,4,0,0,,0,4,23,7,12,4,0
KANSAS - Metropolitan Counties,Wichita,1,0,0,,0,1,29,15,14,0,0
KANSAS - Metropolitan Counties,Wilson,5,0,0,,0,5,52,24,22,6,0
KANSAS - Metropolitan Counties,Woodson,5,0,1,,0,4,24,8,12,4,5
KENTUCKY - Metropolitan Counties,Allen,14,1,4,,0,9,127,56,57,14,1
KENTUCKY - Metropolitan Counties,Boone,62,1,18,,19,24,967,204,682,81,4
KENTUCKY - Metropolitan Counties,Bourbon,4,0,0,,0,4,82,35,44,3,0
KENTUCKY - Metropolitan Counties,Boyd,12,0,3,,2,7,129,38,82,9,0
KENTUCKY - Metropolitan Counties,Bracken,0,0,0,,0,0,37,15,19,3,0
KENTUCKY - Metropolitan Counties,Bullitt,33,2,9,,7,15,489,158,265,66,5
KENTUCKY - Metropolitan Counties,Butler,3,0,0,,0,3,45,19,19,7,1
KENTUCKY - Metropolitan Counties,Campbell,0,0,0,,0,0,1,0,1,0,0
KENTUCKY - Metropolitan Counties,Campbell County Police Department,15,0,10,,0,5,220,47,152,21,2
KENTUCKY - Metropolitan Counties,Christian,21,1,6,,6,8,327,101,190,36,4
KENTUCKY - Metropolitan Counties,Clark,14,0,5,,1,8,201,94,94,13,0
KENTUCKY - Metropolitan Counties,Daviess,26,1,12,,2,11,471,125,317,29,2
KENTUCKY - Metropolitan Counties,Edmonson,5,0,1,,0,4,24,14,9,1,1
KENTUCKY - Metropolitan Counties,Fayette,0,0,0,,0,0,0,0,0,0,0
KENTUCKY - Metropolitan Counties,Gallatin,2,0,0,,0,2,44,12,28,4,1
KENTUCKY - Metropolitan Counties,Grant,5,0,2,,1,2,92,29,55,8,0
KENTUCKY - Metropolitan Counties,Greenup,2,0,0,,0,2,44,19,18,7,1
KENTUCKY - Metropolitan Counties,Hancock,1,0,0,,0,1,9,5,3,1,0
KENTUCKY - Metropolitan Counties,Hardin,13,1,1,,7,4,106,35,58,13,1
KENTUCKY - Metropolitan Counties,Henderson,11,0,4,,1,6,151,63,71,17,0
KENTUCKY - Metropolitan Counties,Henry,0,0,0,,0,0,17,7,8,2,0
KENTUCKY - Metropolitan Counties,Jefferson,0,0,0,,0,0,2,1,1,0,0
KENTUCKY - Metropolitan Counties,Jessamine,8,0,3,,1,4,211,94,106,11,0
KENTUCKY - Metropolitan Counties,Kenton,10,0,0,,2,8,6,0,6,0,0
KENTUCKY - Metropolitan Counties,Kenton County Police Department,8,0,4,,1,3,128,48,75,5,3
KENTUCKY - Metropolitan Counties,Larue,2,0,0,,0,2,31,9,15,7,1
KENTUCKY - Metropolitan Counties,McLean,4,0,0,,0,4,46,20,20,6,0
KENTUCKY - Metropolitan Counties,Meade,11,0,0,,0,11,114,62,36,16,0
KENTUCKY - Metropolitan Counties,Oldham,3,0,0,,0,3,5,3,2,0,0
KENTUCKY - Metropolitan Counties,Oldham County Police Department,30,0,7,,5,18,421,118,277,26,1
KENTUCKY - Metropolitan Counties,Pendleton,5,0,1,,0,4,55,17,32,6,1
KENTUCKY - Metropolitan Counties,Scott,11,0,5,,4,2,196,64,113,19,2
KENTUCKY - Metropolitan Counties,Shelby,23,0,8,,4,11,376,86,269,21,0
KENTUCKY - Metropolitan Counties,Spencer,3,0,1,,0,2,61,23,33,5,1
KENTUCKY - Metropolitan Counties,Trigg,5,0,1,,0,4,85,25,52,8,0
KENTUCKY - Metropolitan Counties,Trimble,2,0,0,,0,2,10,5,5,0,0
KENTUCKY - Metropolitan Counties,Warren,36,0,10,,3,23,432,161,244,27,0
KENTUCKY - Metropolitan Counties,Woodford,0,0,0,,0,0,33,5,27,1,0
KENTUCKY - Nonmetropolitan Counties,Adair,0,0,0,,0,0,20,11,5,4,0
KENTUCKY - Nonmetropolitan Counties,Anderson,2,0,0,,2,0,50,24,22,4,0
KENTUCKY - Nonmetropolitan Counties,Ballard,4,0,1,,1,2,51,24,22,5,1
KENTUCKY - Nonmetropolitan Counties,Barren,12,0,3,,0,9,119,57,42,20,0
KENTUCKY - Nonmetropolitan Counties,Bath,1,0,1,,0,0,34,16,17,1,0
KENTUCKY - Nonmetropolitan Counties,Bell,12,0,1,,1,10,149,41,95,13,2
KENTUCKY - Nonmetropolitan Counties,Boyle,7,0,2,,1,4,29,13,9,7,0
KENTUCKY - Nonmetropolitan Counties,Breathitt,0,0,0,,0,0,0,0,0,0,0
KENTUCKY - Nonmetropolitan Counties,Breckinridge,7,1,1,,0,5,33,7,18,8,0
KENTUCKY - Nonmetropolitan Counties,Caldwell,3,0,0,,0,3,62,31,24,7,0
KENTUCKY - Nonmetropolitan Counties,Calloway,15,1,3,,1,10,202,90,101,11,1
KENTUCKY - Nonmetropolitan Counties,Carlisle,1,0,0,,0,1,23,8,14,1,0
KENTUCKY - Nonmetropolitan Counties,Carroll,2,0,0,,1,1,11,5,6,0,0
KENTUCKY - Nonmetropolitan Counties,Carter,5,0,0,,4,1,31,13,12,6,0
KENTUCKY - Nonmetropolitan Counties,Clay,11,1,0,,1,9,108,31,48,29,2
KENTUCKY - Nonmetropolitan Counties,Clinton,4,1,1,,1,1,21,5,6,10,0
KENTUCKY - Nonmetropolitan Counties,Crittenden,0,0,0,,0,0,13,4,8,1,0
KENTUCKY - Nonmetropolitan Counties,Cumberland,0,0,0,,0,0,9,2,5,2,0
KENTUCKY - Nonmetropolitan Counties,Elliott,0,0,0,,0,0,0,0,0,0,0
KENTUCKY - Nonmetropolitan Counties,Estill,1,0,0,,1,0,16,5,9,2,0
KENTUCKY - Nonmetropolitan Counties,Fleming,5,0,0,,0,5,20,11,5,4,0
KENTUCKY - Nonmetropolitan Counties,Floyd,4,0,1,,1,2,59,18,34,7,0
KENTUCKY - Nonmetropolitan Counties,Franklin,16,2,3,,4,7,261,70,170,21,0
KENTUCKY - Nonmetropolitan Counties,Fulton,0,0,0,,0,0,16,7,9,0,0
KENTUCKY - Nonmetropolitan Counties,Garrard,2,0,0,,0,2,32,11,17,4,0
KENTUCKY - Nonmetropolitan Counties,Graves,21,1,7,,1,12,243,96,130,17,0
KENTUCKY - Nonmetropolitan Counties,Grayson,8,0,2,,0,6,77,34,30,13,1
KENTUCKY - Nonmetropolitan Counties,Green,0,0,0,,0,0,13,6,5,2,0
KENTUCKY - Nonmetropolitan Counties,Harlan,4,0,3,,0,1,16,3,13,0,0
KENTUCKY - Nonmetropolitan Counties,Harrison,2,0,0,,1,1,106,54,44,8,0
KENTUCKY - Nonmetropolitan Counties,Hart,2,0,0,,0,2,40,18,17,5,0
KENTUCKY - Nonmetropolitan Counties,Hopkins,17,0,0,,2,15,250,89,133,28,1
KENTUCKY - Nonmetropolitan Counties,Jackson,3,0,0,,1,2,68,36,24,8,1
KENTUCKY - Nonmetropolitan Counties,Johnson,5,0,1,,0,4,55,10,36,9,1
KENTUCKY - Nonmetropolitan Counties,Knott,0,0,0,,0,0,10,2,6,2,0
KENTUCKY - Nonmetropolitan Counties,Knox,9,0,1,,2,6,124,50,48,26,1
KENTUCKY - Nonmetropolitan Counties,Laurel,34,2,4,,11,17,400,137,201,62,3
KENTUCKY - Nonmetropolitan Counties,Lawrence,2,0,0,,1,1,53,25,13,15,0
KENTUCKY - Nonmetropolitan Counties,Leslie,3,0,0,,0,3,12,4,5,3,0
KENTUCKY - Nonmetropolitan Counties,Letcher,6,0,2,,1,3,22,7,12,3,1
KENTUCKY - Nonmetropolitan Counties,Lewis,0,0,0,,0,0,12,8,4,0,0
KENTUCKY - Nonmetropolitan Counties,Lincoln,3,0,0,,1,2,60,29,16,15,1
KENTUCKY - Nonmetropolitan Counties,Livingston,1,0,0,,1,0,63,27,28,8,0
KENTUCKY - Nonmetropolitan Counties,Logan,16,0,4,,2,10,160,64,86,10,1
KENTUCKY - Nonmetropolitan Counties,Lyon,1,0,0,,0,1,28,13,14,1,0
KENTUCKY - Nonmetropolitan Counties,Madison,22,0,9,,6,7,484,155,294,35,1
KENTUCKY - Nonmetropolitan Counties,Magoffin,3,0,0,,2,1,13,3,6,4,0
KENTUCKY - Nonmetropolitan Counties,Marion,5,0,0,,2,3,74,26,44,4,0
KENTUCKY - Nonmetropolitan Counties,Marshall,13,0,4,,1,8,199,81,91,27,0
KENTUCKY - Nonmetropolitan Counties,Martin,4,0,1,,0,3,56,10,40,6,0
KENTUCKY - Nonmetropolitan Counties,Mason,9,0,2,,2,5,85,29,53,3,0
KENTUCKY - Nonmetropolitan Counties,McCracken,61,1,26,,4,30,451,149,255,47,3
KENTUCKY - Nonmetropolitan Counties,McCreary,2,0,0,,0,2,66,26,29,11,0
KENTUCKY - Nonmetropolitan Counties,Menifee,1,0,0,,0,1,20,12,5,3,0
KENTUCKY - Nonmetropolitan Counties,Mercer,1,0,1,,0,0,21,9,7,5,0
KENTUCKY - Nonmetropolitan Counties,Metcalfe,7,0,0,,1,6,87,41,33,13,0
KENTUCKY - Nonmetropolitan Counties,Monroe,1,0,0,,1,0,1,0,1,0,1
KENTUCKY - Nonmetropolitan Counties,Montgomery,10,0,1,,6,3,325,133,165,27,0
KENTUCKY - Nonmetropolitan Counties,Morgan,0,0,0,,0,0,1,0,1,0,0
KENTUCKY - Nonmetropolitan Counties,Muhlenberg,12,0,1,,2,9,53,22,27,4,0
KENTUCKY - Nonmetropolitan Counties,Muhlenberg County Police Department,0,0,0,,0,0,0,0,0,0,0
KENTUCKY - Nonmetropolitan Counties,Nelson,19,2,7,,1,9,175,62,89,24,2
KENTUCKY - Nonmetropolitan Counties,Nicholas,1,0,0,,0,1,11,4,6,1,0
KENTUCKY - Nonmetropolitan Counties,Ohio,18,0,5,,1,12,81,37,34,10,0
KENTUCKY - Nonmetropolitan Counties,Owen,0,0,0,,0,0,40,20,19,1,0
KENTUCKY - Nonmetropolitan Counties,Owsley,6,0,0,,2,4,49,19,26,4,0
KENTUCKY - Nonmetropolitan Counties,Perry,1,0,0,,1,0,24,5,13,6,0
KENTUCKY - Nonmetropolitan Counties,Pike,4,0,3,,1,0,126,16,107,3,0
KENTUCKY - Nonmetropolitan Counties,Powell,0,0,0,,0,0,34,10,18,6,0
KENTUCKY - Nonmetropolitan Counties,Pulaski,25,0,4,,6,15,449,188,202,59,4
KENTUCKY - Nonmetropolitan Counties,Robertson,0,0,0,,0,0,3,0,3,0,0
KENTUCKY - Nonmetropolitan Counties,Rockcastle,4,0,0,,2,2,35,15,9,11,0
KENTUCKY - Nonmetropolitan Counties,Rowan,8,0,1,,1,6,61,13,43,5,1
KENTUCKY - Nonmetropolitan Counties,Russell,5,0,1,,0,4,22,10,9,3,0
KENTUCKY - Nonmetropolitan Counties,Simpson,7,0,1,,2,4,71,31,37,3,0
KENTUCKY - Nonmetropolitan Counties,Taylor,6,0,2,,1,3,148,61,77,10,0
KENTUCKY - Nonmetropolitan Counties,Todd,5,0,0,,1,4,47,20,19,8,0
KENTUCKY - Nonmetropolitan Counties,Union,2,1,0,,1,0,44,9,30,5,1
KENTUCKY - Nonmetropolitan Counties,Washington,3,0,0,,1,2,36,17,19,0,0
KENTUCKY - Nonmetropolitan Counties,Wayne,5,0,0,,2,3,59,23,24,12,1
KENTUCKY - Nonmetropolitan Counties,Webster,1,0,0,,0,1,19,6,9,4,0
KENTUCKY - Nonmetropolitan Counties,Whitley,7,0,0,,3,4,150,50,68,32,2
KENTUCKY - Nonmetropolitan Counties,Wolfe,2,0,0,,0,2,12,6,2,4,0
LOUISIANA - Metropolitan Counties,Acadia,107,7,0,,20,80,854,373,399,82,0
LOUISIANA - Metropolitan Counties,Ascension,360,4,24,,33,299,2898,578,2125,195,4
LOUISIANA - Metropolitan Counties,Bossier,85,0,5,,10,70,654,193,425,36,1
LOUISIANA - Metropolitan Counties,Caddo,81,2,2,,6,71,796,225,509,62,2
LOUISIANA - Metropolitan Counties,Calcasieu,523,6,52,,31,434,4216,1227,2714,275,5
LOUISIANA - Metropolitan Counties,Cameron,19,0,2,,0,17,123,9,110,4,0
LOUISIANA - Metropolitan Counties,De Soto,68,0,6,,4,58,387,124,242,21,0
LOUISIANA - Metropolitan Counties,East Baton Rouge,397,14,47,,194,142,7252,1263,5705,284,14
LOUISIANA - Metropolitan Counties,East Feliciana,95,0,5,,1,89,144,32,96,16,0
LOUISIANA - Metropolitan Counties,Grant,5,0,2,,0,3,144,62,78,4,0
LOUISIANA - Metropolitan Counties,Iberia5,136,0,4,,64,68,,437,1083,,2
LOUISIANA - Metropolitan Counties,Iberville,285,1,7,,15,262,553,114,429,10,0
LOUISIANA - Metropolitan Counties,Jefferson,1590,44,66,,399,1081,11217,1503,9009,705,59
LOUISIANA - Metropolitan Counties,Lafayette,309,10,9,,31,259,1629,351,1134,144,6
LOUISIANA - Metropolitan Counties,Lafourche,320,9,22,,28,261,1868,628,1168,72,7
LOUISIANA - Metropolitan Counties,Livingston,297,2,22,,12,261,2941,933,1993,15,0
LOUISIANA - Metropolitan Counties,Ouachita,457,5,6,,48,398,2642,875,1601,166,5
LOUISIANA - Metropolitan Counties,Plaquemines,38,1,5,,3,29,226,53,168,5,1
LOUISIANA - Metropolitan Counties,Pointe Coupee,89,3,4,,8,74,267,107,136,24,0
LOUISIANA - Metropolitan Counties,Rapides,379,1,35,,15,328,2004,678,1169,157,5
LOUISIANA - Metropolitan Counties,St. Bernard,135,0,11,,32,92,1507,264,1173,70,7
LOUISIANA - Metropolitan Counties,St. Charles,175,3,4,,23,145,837,188,612,37,8
LOUISIANA - Metropolitan Counties,St. John the Baptist,70,3,4,,11,52,989,243,713,33,2
LOUISIANA - Metropolitan Counties,St. Martin,129,4,13,,16,96,362,112,234,16,0
LOUISIANA - Metropolitan Counties,St. Tammany,242,4,31,,23,184,1749,366,1264,119,7
LOUISIANA - Metropolitan Counties,Tangipahoa,738,9,52,,124,553,2585,840,1503,242,9
LOUISIANA - Metropolitan Counties,Terrebonne,376,6,19,,34,317,2814,624,2095,95,11
LOUISIANA - Metropolitan Counties,Union,27,0,0,,0,27,30,12,18,0,0
LOUISIANA - Metropolitan Counties,Vermilion,89,4,1,,17,67,736,285,265,186,0
LOUISIANA - Metropolitan Counties,Webster,94,1,4,,1,88,217,100,98,19,0
LOUISIANA - Metropolitan Counties,West Baton Rouge,53,0,6,,9,38,404,48,331,25,0
LOUISIANA - Metropolitan Counties,West Feliciana,38,1,5,,2,30,80,7,72,1,0
LOUISIANA - Nonmetropolitan Counties,Allen,18,0,6,,1,11,73,9,53,11,0
LOUISIANA - Nonmetropolitan Counties,Assumption,85,0,3,,6,76,240,38,192,10,1
LOUISIANA - Nonmetropolitan Counties,Avoyelles,121,3,11,,3,104,500,186,290,24,3
LOUISIANA - Nonmetropolitan Counties,Beauregard,18,0,1,,0,17,128,11,105,12,4
LOUISIANA - Nonmetropolitan Counties,Bienville,63,1,10,,8,44,254,92,147,15,0
LOUISIANA - Nonmetropolitan Counties,Caldwell,21,0,0,,1,20,248,58,180,10,0
LOUISIANA - Nonmetropolitan Counties,Concordia,77,3,2,,6,66,276,76,182,18,2
LOUISIANA - Nonmetropolitan Counties,Evangeline,31,1,1,,1,28,472,119,352,1,0
LOUISIANA - Nonmetropolitan Counties,Franklin,38,1,2,,0,35,126,34,80,12,0
LOUISIANA - Nonmetropolitan Counties,Jackson,6,0,2,,0,4,52,19,31,2,2
LOUISIANA - Nonmetropolitan Counties,La Salle,40,2,1,,2,35,36,10,24,2,0
LOUISIANA - Nonmetropolitan Counties,Lincoln,62,1,5,,4,52,202,59,133,10,0
